,correct word,misspelled word,total edit distance,number of words with error,close change,changes,none word
217,خط لوله نورد استریم,خط لوله منورد استریم,1.0,1.0,1.0,"[[], [], [2], []]",True
218,خط لوله نورد استریم,خط لوله وره استریم,2.0,1.0,0.0,"[[], [], [1, 0], []]",True
219,خط لوله نورد استریم,خط لوآ نورد استریم,2.0,1.0,1.0,"[[], [0, 1], [], []]",True
220,خط لوله نورد استریم,خط وله ژنورد استریم,2.0,2.0,0.0,"[[], [1], [2], []]",True
221,خط لوله نورد استریم,خط لدوله نرد استریم,2.0,2.0,1.0,"[[], [2], [1], []]",True
222,خط لوله نورد استریم,خط لوله نورد اتلری,3.0,1.0,0.0,"[[], [], [], [1, 2, 1]]",True
223,خط لوله نورد استریم,خط لوله منوزری استریم,3.0,1.0,1.0,"[[], [], [2, 2, 0], []]",True
224,خط لوله نورد استریم,وخسط لوله نورد استریغم,3.0,2.0,0.0,"[[2, 2], [], [], [2]]",True
225,خط لوله نورد استریم,خط له نرد استریم,3.0,2.0,1.0,"[[], [1, 1], [1], []]",False
226,درصد رشد نشان می‌دهد,دطرصد رشد نشان می‌دهد,1.0,1.0,0.0,"[[2], [], [], []]",True
227,درصد رشد نشان می‌دهد,درصد ذشد نشان می‌دهد,1.0,1.0,1.0,"[[], [0], [], []]",True
228,درصد رشد نشان می‌دهد,درصد رشد نشان می‌ظدهغ,2.0,1.0,0.0,"[[], [], [], [2, 0]]",True
229,درصد رشد نشان می‌دهد,دزرصی رشد نشان می‌دهد,2.0,1.0,1.0,"[[2, 0], [], [], []]",True
230,درصد رشد نشان می‌دهد,دردد رشد نشین می‌دهد,2.0,2.0,0.0,"[[0], [], [0], []]",True
231,درصد رشد نشان می‌دهد,ذدرصد رشد نشان می‌یدهد,2.0,2.0,1.0,"[[2], [], [], [2]]",True
232,درصد رشد نشان می‌دهد,درصد سآخ نشان می‌دهد,3.0,1.0,0.0,"[[], [0, 0, 0], [], []]",True
233,درصد رشد نشان می‌دهد,ذدرضذد رشد نشان می‌دهد,3.0,1.0,1.0,"[[2, 0, 2], [], [], []]",True
234,درصد رشد نشان می‌دهد,درصد رشد نن می‌دذد,3.0,2.0,0.0,"[[], [], [1, 1], [0]]",True
235,درصد رشد نشان می‌دهد,درصد رشد نسشان س‌دهد,3.0,2.0,1.0,"[[], [], [2], [1, 0]]",True
236,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گزهارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,1.0,1.0,0.0,"[[2], [], [], []]",True
237,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گزارش پایگاه اطاع‌رسانی ریاست‌جمهوری,1.0,1.0,1.0,"[[], [], [1], []]",True
238,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گشزارخش پایگاه اطلاع‌رسانی ریاست‌جمهوری,2.0,1.0,0.0,"[[2, 2], [], [], []]",True
239,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گزارش بایگا اطلاع‌رسانی ریاست‌جمهوری,2.0,1.0,1.0,"[[], [0, 1], [], []]",True
240,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گزچارش پایگاه اطلاع‌رسانی ریاست‌جمهورثی,2.0,2.0,0.0,"[[2], [], [], [2]]",True
241,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گزارش پایگاه اطلاع‌ذرسانی ذریاست‌جمهوری,2.0,2.0,1.0,"[[], [], [2], [2]]",True
242,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گزارش پایگاه اطاع‌رسشزی ریاست‌جمهوری,3.0,1.0,0.0,"[[], [], [1, 0, 0], []]",True
243,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گزارش باگاح اطلاع‌رسانی ریاست‌جمهوری,3.0,1.0,1.0,"[[], [0, 1, 0], [], []]",True
244,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گزارش پایاه ناطلاع‌ظرسانی ریاست‌جمهوری,3.0,2.0,0.0,"[[], [1], [2, 2], []]",True
245,گزارش پایگاه اطلاع‌رسانی ریاست‌جمهوری,گضارسش پایگاه اطلاع‌زسانی ریاست‌جمهوری,3.0,2.0,1.0,"[[0, 2], [], [0], []]",True
246,شهرکرد - خبرنگار کیهان,شهرکرد - خبرنگار یهان,1.0,1.0,0.0,"[[], [], [], [1]]",True
247,شهرکرد - خبرنگار کیهان,شخهرکرد - خبرنگار کیهان,1.0,1.0,1.0,"[[2], [], [], []]",True
248,شهرکرد - خبرنگار کیهان,شهرکرد - خبرنگار یهصان,2.0,1.0,0.0,"[[], [], [], [1, 2]]",True
249,شهرکرد - خبرنگار کیهان,شهرکرد - خبرنگار گکیهات,2.0,1.0,1.0,"[[], [], [], [2, 0]]",True
250,شهرکرد - خبرنگار کیهان,شهیرکرد - خغرنگار کیهان,2.0,2.0,0.0,"[[2], [], [0], []]",True
251,شهرکرد - خبرنگار کیهان,شهرکرد - حخبرنگار کیعان,2.0,2.0,1.0,"[[], [], [2], [0]]",True
252,شهرکرد - خبرنگار کیهان,شهرکرد - بنگادر کیهان,3.0,1.0,0.0,"[[], [], [1, 1, 2], []]",True
253,شهرکرد - خبرنگار کیهان,شهرکرد - خبرنگار کیخه,3.0,1.0,1.0,"[[], [], [], [2, 1, 1]]",True
254,شهرکرد - خبرنگار کیهان,شهرغکضد - خرنگار کیهان,3.0,2.0,0.0,"[[2, 0], [], [1], []]",True
255,وزیر جنگ رژیم صهیونیستی,وزیر جاگ رژیم صهیونیستی,1.0,1.0,0.0,"[[], [0], [], []]",True
256,وزیر جنگ رژیم صهیونیستی,وزیر جن رژیم صهیونیستی,1.0,1.0,1.0,"[[], [1], [], []]",False
257,وزیر جنگ رژیم صهیونیستی,وزیر جثضگ رژیم صهیونیستی,2.0,1.0,0.0,"[[], [0, 2], [], []]",True
258,وزیر جنگ رژیم صهیونیستی,وزیر جنگ رژیم صهسویستی,2.0,1.0,1.0,"[[], [], [], [0, 1]]",True
259,وزیر جنگ رژیم صهیونیستی,وفزیر جنو رژیم صهیونیستی,2.0,2.0,0.0,"[[2], [0], [], []]",True
260,وزیر جنگ رژیم صهیونیستی,وزیر جنگ رژیک صعیونیستی,2.0,2.0,1.0,"[[], [], [0], [0]]",True
261,وزیر جنگ رژیم صهیونیستی,وزیر جنگ رژیم صپهذونایستی,3.0,1.0,0.0,"[[], [], [], [2, 0, 2]]",True
262,وزیر جنگ رژیم صهیونیستی,وزیر جنگ رژیم صهسیدونیسآی,3.0,1.0,1.0,"[[], [], [], [2, 2, 0]]",True
263,وزیر جنگ رژیم صهیونیستی,زیر جنگ رژیم صزهیذنیستی,3.0,2.0,0.0,"[[1], [], [], [2, 0]]",True
264,وزیر جنگ رژیم صهیونیستی,دوزیذر جنگ رژیم صهسیونیستی,3.0,2.0,1.0,"[[2, 2], [], [], [2]]",True
265,دوره جشنواره فیلم فجر,وره جشنواره فیلم فجر,1.0,1.0,0.0,"[[1], [], [], []]",True
266,دوره جشنواره فیلم فجر,دوره جشنوازره فیلم فجر,1.0,1.0,1.0,"[[], [2], [], []]",True
267,دوره جشنواره فیلم فجر,دوره جشنواره فیلم ف,2.0,1.0,0.0,"[[], [], [], [1, 1]]",False
268,دوره جشنواره فیلم فجر,ددرخه جشنواره فیلم فجر,2.0,1.0,1.0,"[[0, 2], [], [], []]",True
269,دوره جشنواره فیلم فجر,دوره جآنواره فیلم ججر,2.0,2.0,0.0,"[[], [0], [], [0]]",True
270,دوره جشنواره فیلم فجر,دوره جشنوازه فیلم فجز,2.0,2.0,1.0,"[[], [0], [], [0]]",True
271,دوره جشنواره فیلم فجر,دوره جشنواره نجلفم فجر,3.0,1.0,0.0,"[[], [], [0, 0, 2], []]",True
272,دوره جشنواره فیلم فجر,دوره چجسشنوازه فیلم فجر,3.0,1.0,1.0,"[[], [2, 2, 0], [], []]",True
273,دوره جشنواره فیلم فجر,دوره جشواغره فیلم فجکر,3.0,2.0,0.0,"[[], [1, 2], [], [2]]",True
274,دوره جشنواره فیلم فجر,دوره جشنواذه فبیبم فجر,3.0,2.0,1.0,"[[], [0], [2, 0], []]",True
275,اسحاق جهانگیری معاون اول,سحاق جهانگیری معاون اول,1.0,1.0,0.0,"[[1], [], [], []]",True
276,اسحاق جهانگیری معاون اول,اسحاق جهانگیری معاون اوب,1.0,1.0,1.0,"[[], [], [], [0]]",True
277,اسحاق جهانگیری معاون اول,اسحاق جهانگیری معاون اغو,2.0,1.0,0.0,"[[], [], [], [2, 1]]",True
278,اسحاق جهانگیری معاون اول,اسحلا جهانگیری معاون اول,2.0,1.0,1.0,"[[2, 1], [], [], []]",True
279,اسحاق جهانگیری معاون اول,اسحاق جهانگیری مشعاون ول,2.0,2.0,0.0,"[[], [], [2], [1]]",True
280,اسحاق جهانگیری معاون اول,اسحاق جهانگیی معاون اوبل,2.0,2.0,1.0,"[[], [1], [], [2]]",True
281,اسحاق جهانگیری معاون اول,اسحاق رجانگیرطی معاون اول,3.0,1.0,0.0,"[[], [2, 1, 2], [], []]",True
282,اسحاق جهانگیری معاون اول,اسحاق جهانگیری اومن اول,3.0,1.0,1.0,"[[], [], [1, 1, 2], []]",False
283,اسحاق جهانگیری معاون اول,اسحاق جآهانگیری معاون واوخل,3.0,2.0,0.0,"[[], [2], [], [2, 2]]",True
284,اسحاق جهانگیری معاون اول,اسحاق چهانگیری نمعادون اول,3.0,2.0,1.0,"[[], [0], [2, 2], []]",True
285,مصوبه مجلس شورای اسلامی,مصوبه مجلس شورای اسلامچ,1.0,1.0,0.0,"[[], [], [], [0]]",True
286,مصوبه مجلس شورای اسلامی,مصوبه مجلس شورتی اسلامی,1.0,1.0,1.0,"[[], [], [0], []]",True
287,مصوبه مجلس شورای اسلامی,مصوبه مجلس شورای اسنلهمی,2.0,1.0,0.0,"[[], [], [], [2, 0]]",True
288,مصوبه مجلس شورای اسلامی,مصوبه مجلس سورلای اسلامی,2.0,1.0,1.0,"[[], [], [0, 2], []]",True
289,مصوبه مجلس شورای اسلامی,مصوه مجلس شورالی اسلامی,2.0,2.0,0.0,"[[1], [], [2], []]",True
290,مصوبه مجلس شورای اسلامی,مصوبه مجلشس شوزای اسلامی,2.0,2.0,1.0,"[[], [2], [0], []]",True
291,مصوبه مجلس شورای اسلامی,مصوبه مژک شورای اسلامی,3.0,1.0,0.0,"[[], [0, 1, 0], [], []]",True
292,مصوبه مجلس شورای اسلامی,مصوبه مجلس سورلاس اسلامی,3.0,1.0,1.0,"[[], [], [0, 2, 0], []]",True
293,مصوبه مجلس شورای اسلامی,مصبه مجلس شورای ادسلامظ,3.0,2.0,0.0,"[[1], [], [], [2, 0]]",True
294,مصوبه مجلس شورای اسلامی,مصوبه نجلس شورای لاسلامبی,3.0,2.0,1.0,"[[], [0], [], [2, 2]]",True
295,علیرضا دبیر رییس‌فدراسیون کشتی,علیرضا دبیر رییس‌فخراسیون کشتی,1.0,1.0,0.0,"[[], [], [0], []]",True
296,علیرضا دبیر رییس‌فدراسیون کشتی,علیرضا دبیر رییس‌فدراسین کشتی,1.0,1.0,1.0,"[[], [], [1], []]",False
297,علیرضا دبیر رییس‌فدراسیون کشتی,علیرضا دبیر رییس‌فدراسیون غکشصتی,2.0,1.0,0.0,"[[], [], [], [2, 2]]",True
298,علیرضا دبیر رییس‌فدراسیون کشتی,علیرضا دبیر رییس‌فدراسیون شتب,2.0,1.0,1.0,"[[], [], [], [1, 0]]",True
299,علیرضا دبیر رییس‌فدراسیون کشتی,علیرض دبیر رییس‌فدراسیون کدشتی,2.0,2.0,0.0,"[[1], [], [], [2]]",True
300,علیرضا دبیر رییس‌فدراسیون کشتی,علیرضا دبر رییس‌فدراسیون کشتبی,2.0,2.0,1.0,"[[], [1], [], [2]]",True
301,علیرضا دبیر رییس‌فدراسیون کشتی,علیرضا دبیر ییس‌خفدرسسیون کشتی,3.0,1.0,0.0,"[[], [], [1, 2, 0], []]",True
302,علیرضا دبیر رییس‌فدراسیون کشتی,عبلیض دبیر رییس‌فدراسیون کشتی,3.0,1.0,1.0,"[[2, 1, 1], [], [], []]",True
303,علیرضا دبیر رییس‌فدراسیون کشتی,لیرضا دقی رییس‌فدراسیون کشتی,3.0,2.0,0.0,"[[1], [0, 1], [], []]",True
304,علیرضا دبیر رییس‌فدراسیون کشتی,علیرضا دبیزر ریبس‌فدرسیون کشتی,3.0,2.0,1.0,"[[], [2], [0, 1], []]",True
305,نیروی دریایی راهبردی ارتش,نیروی دریایی قاهبردی ارتش,1.0,1.0,0.0,"[[], [], [0], []]",True
306,نیروی دریایی راهبردی ارتش,نیروی دریایی راهبردی ارطتش,1.0,1.0,1.0,"[[], [], [], [2]]",True
307,نیروی دریایی راهبردی ارتش,نیروی دریایی رکاهسردی ارتش,2.0,1.0,0.0,"[[], [], [2, 0], []]",True
308,نیروی دریایی راهبردی ارتش,نیروی ریایب راهبردی ارتش,2.0,1.0,1.0,"[[], [1, 0], [], []]",True
309,نیروی دریایی راهبردی ارتش,نیروی دریایی راهبرآدی ارت,2.0,2.0,0.0,"[[], [], [2], [1]]",True
310,نیروی دریایی راهبردی ارتش,نیروی یدریایی راهبردی رتش,2.0,2.0,1.0,"[[], [2], [], [1]]",True
311,نیروی دریایی راهبردی ارتش,نیروی دریایی راهنببدثی ارتش,3.0,1.0,0.0,"[[], [], [2, 0, 2], []]",True
312,نیروی دریایی راهبردی ارتش,نیروی دریایی راهبردی اذآس,3.0,1.0,1.0,"[[], [], [], [0, 0, 0]]",True
313,نیروی دریایی راهبردی ارتش,نیروی دریایی راهغبردی رذش,3.0,2.0,0.0,"[[], [], [2], [1, 0]]",True
314,نیروی دریایی راهبردی ارتش,نیروی دریایسی راخهبرد ارتش,3.0,2.0,1.0,"[[], [2], [2, 1], []]",True
315,مجلس شورای اسلامی تصریح,مجلس شورای اسلامی تصاریح,1.0,1.0,0.0,"[[], [], [], [2]]",True
316,مجلس شورای اسلامی تصریح,مجلس شورابی اسلامی تصریح,1.0,1.0,1.0,"[[], [2], [], []]",False
317,مجلس شورای اسلامی تصریح,ملپ شورای اسلامی تصریح,2.0,1.0,0.0,"[[1, 0], [], [], []]",True
318,مجلس شورای اسلامی تصریح,مجلس شدرابی اسلامی تصریح,2.0,1.0,1.0,"[[], [0, 2], [], []]",True
319,مجلس شورای اسلامی تصریح,سجلس شورای اسلامی تصنیح,2.0,2.0,0.0,"[[0], [], [], [0]]",True
320,مجلس شورای اسلامی تصریح,مجلس سورای اسلامی تصرح,2.0,2.0,1.0,"[[], [0], [], [1]]",True
321,مجلس شورای اسلامی تصریح,مجلس شورای اسلامی تتصرالح,3.0,1.0,0.0,"[[], [], [], [2, 0, 2]]",True
322,مجلس شورای اسلامی تصریح,کمجآلیس شورای اسلامی تصریح,3.0,1.0,1.0,"[[2, 2, 2], [], [], []]",True
323,مجلس شورای اسلامی تصریح,پجلس شورای اسکدمی تصریح,3.0,2.0,0.0,"[[0], [], [0, 0], []]",True
324,مجلس شورای اسلامی تصریح,مجلس شورب اسلامسی تصریح,3.0,2.0,1.0,"[[], [1, 0], [2], []]",True
325,گیلان بوشهر زنجان ایلام,گیلان بوشهر زنجان ایلاضم,1.0,1.0,0.0,"[[], [], [], [2]]",True
326,گیلان بوشهر زنجان ایلام,گیلان بوشهر زنجتان ایلام,1.0,1.0,1.0,"[[], [], [2], []]",True
327,گیلان بوشهر زنجان ایلام,گیلان بذشهح زنجان ایلام,2.0,1.0,0.0,"[[], [0, 0], [], []]",True
328,گیلان بوشهر زنجان ایلام,گیلان بشهذر زنجان ایلام,2.0,1.0,1.0,"[[], [1, 2], [], []]",True
329,گیلان بوشهر زنجان ایلام,گتلان بوشهر زنجان ایلا,2.0,2.0,0.0,"[[0], [], [], [1]]",True
330,گیلان بوشهر زنجان ایلام,گیان بوشه زنجان ایلام,2.0,2.0,1.0,"[[1], [1], [], []]",True
331,گیلان بوشهر زنجان ایلام,گیلان بولکهب زنجان ایلام,3.0,1.0,0.0,"[[], [0, 2, 0], [], []]",True
332,گیلان بوشهر زنجان ایلام,لا بوشهر زنجان ایلام,3.0,1.0,1.0,"[[1, 1, 1], [], [], []]",False
333,گیلان بوشهر زنجان ایلام,گیلان بوشد زنجن ایلام,3.0,2.0,0.0,"[[], [0, 1], [1], []]",True
334,گیلان بوشهر زنجان ایلام,گیلان بور زنجتن ایلام,3.0,2.0,1.0,"[[], [1, 1], [0], []]",True
335,شهادت حاج قاسم سلیمانی,شهاغت حاج قاسم سلیمانی,1.0,1.0,0.0,"[[0], [], [], []]",True
336,شهادت حاج قاسم سلیمانی,شهاد حاج قاسم سلیمانی,1.0,1.0,1.0,"[[1], [], [], []]",True
337,شهادت حاج قاسم سلیمانی,لشادت حاج قاسم سلیمانی,2.0,1.0,0.0,"[[2, 1], [], [], []]",True
338,شهادت حاج قاسم سلیمانی,شهادت حتاچ قاسم سلیمانی,2.0,1.0,1.0,"[[], [2, 0], [], []]",True
339,شهادت حاج قاسم سلیمانی,شهادت ثحاج اسم سلیمانی,2.0,2.0,0.0,"[[], [2], [1], []]",True
340,شهادت حاج قاسم سلیمانی,شهادت حتج قاسم سلیمامی,2.0,2.0,1.0,"[[], [0], [], [0]]",True
341,شهادت حاج قاسم سلیمانی,شهادت حاج قاسم سلطآحانی,3.0,1.0,0.0,"[[], [], [], [0, 0, 2]]",True
342,شهادت حاج قاسم سلیمانی,شهادت هل قاسم سلیمانی,3.0,1.0,1.0,"[[], [0, 0, 1], [], []]",False
